6.666334989199994132e+06,2.135410455104104709e+06,3.099503507190413387e+01
6.644647926577085629e+06,2.201965924312824383e+06,3.199453894628011952e+01
6.622296404698709026e+06,2.268301198764078785e+06,3.299401082611981906e+01
6.599282658698423766e+06,2.334409644985700957e+06,3.399344971195144893e+01
6.575608989931652322e+06,2.400284652188159991e+06,3.499285460433619477e+01
6.551277765745543875e+06,2.465919632925629616e+06,3.599222450386924521e+01
6.526291419242241420e+06,2.531308023754734080e+06,3.699155841118080446e+01
6.500652449035571888e+06,2.596443285890878644e+06,3.799085532693703726e+01
6.474363419001190923e+06,2.661318905862129759e+06,3.899011425184110635e+01
6.447426958020195365e+06,2.725928396160553675e+06,3.998933418663416717e+01
6.419845759716236033e+06,2.790265295890960842e+06,4.098851413209637684e+01
6.391622582186157815e+06,2.854323171416990925e+06,4.198765308904786053e+01
6.362760247724195942e+06,2.918095617004475556e+06,4.298675005834977014e+01
6.333261642539743334e+06,2.981576255461997353e+06,4.398580404090519380e+01
6.303129716468738392e+06,3.044758738778611645e+06,4.498481403766024300e+01
6.272367482678676024e+06,3.107636748758638278e+06,4.598377904960500473e+01
6.240978017367302440e+06,3.170203997653478291e+06,4.698269807777455043e+01
6.208964459454989061e+06,3.232454228790380061e+06,4.798157012324992365e+01
6.176330010270849802e+06,3.294381217198105995e+06,4.898039418715917748e+01
6.143077933232609183e+06,3.355978770229421090e+06,4.997916927067833370e+01
6.109211553520259447e+06,3.417240728180352133e+06,5.097789437503237764e+01
6.074734257743549533e+06,3.478160964906156994e+06,5.197656850149629548e+01
6.039649493603327312e+06,3.538733388433928601e+06,5.297519065139604777e+01
6.003960769546769559e+06,3.598951941571791656e+06,5.397375982610955703e+01
5.967671654416539706e+06,3.658810602514614351e+06,5.497227502706773805e+01
5.930785777093912475e+06,3.718303385446183849e+06,5.597073525575547848e+01
5.893306826135881245e+06,3.777424341137784999e+06,5.696913951371262641e+01
5.855238549406308681e+06,3.836167557543114759e+06,5.796748680253498520e+01
5.816584753701144829e+06,3.894527160389486235e+06,5.896577612387540057e+01
5.777349304367748089e+06,3.952497313765247818e+06,5.996400647944459195e+01
5.737536124918357469e+06,4.010072220703369007e+06,6.096217687101231064e+01
5.697149196637737565e+06,4.067246123761135619e+06,6.196028630040823515e+01
5.656192558185063303e+06,4.124013305595886428e+06,6.295833376952302274e+01
5.614670305190048181e+06,4.180368089536744636e+06,6.395631828030929000e+01
5.572586589843391441e+06,4.236304840152276680e+06,6.495423883478260052e+01
5.529945620481555350e+06,4.291817963814036921e+06,6.595209443502248803e+01
5.486751661165944301e+06,4.346901909255918115e+06,6.694988408317345829e+01
5.443009031256495044e+06,4.401551168129280210e+06,6.794760678144589860e+01
5.398722104979746044e+06,4.455760275553775951e+06,6.894526153211722885e+01
5.353895310991418548e+06,4.509523810663837940e+06,6.994284733753276839e+01
5.308533131933557801e+06,4.562836397150755860e+06,7.094036320010678764e+01
5.262640103986265138e+06,4.615692703800311312e+06,7.193780812232353128e+01
5.216220816414092667e+06,4.668087445025885478e+06,7.293518110673815613e+01
5.169279911107115448e+06,4.720015381397015415e+06,7.393248115597774017e+01
5.121822082116746344e+06,4.771471320163338445e+06,7.492970727274234832e+01
5.073852075186336413e+06,4.822450115773859434e+06,7.592685845980591353e+01
5.025374687276603654e+06,4.872946670391497202e+06,7.692393372001734519e+01
4.976394766085941344e+06,4.922955934402871877e+06,7.792093205630148134e+01
4.926917209565652534e+06,4.972472906923254952e+06,7.891785247166004069e+01
4.876946965430157259e+06,5.021492636296659708e+06,7.991469396917270274e+01
4.826489030662228353e+06,5.070010220590997487e+06,8.091145555199805983e+01
4.775548451013294049e+06,5.118020808088270947e+06,8.190813622337459776e+01
4.724130320498868823e+06,5.165519597769739106e+06,8.290473498662174734e+01
4.672239780889157206e+06,5.212501839796015061e+06,8.390125084514080811e+01
4.619882021194875240e+06,5.258962835982048884e+06,8.489768280241602838e+01
4.567062277148363180e+06,5.304897940266938880e+06,8.589402986201552892e+01
4.513785830680008046e+06,5.350302559178535827e+06,8.689029102759231193e+01
4.460058009390061721e+06,5.395172152292785235e+06,8.788646530288531267e+01
4.405884186015877873e+06,5.439502232687766664e+06,8.888255169172032311e+01
4.351269777894650586e+06,5.483288367392383516e+06,8.987854919801105780e+01
4.296220246421680786e+06,5.526526177829653025e+06,9.087445682576009176e+01
4.240741096504239365e+06,5.569211340254561976e+06,9.187027357905985525e+01
4.184837876011087559e+06,5.611339586186440662e+06,9.286599846209371378e+01
4.128516175217687152e+06,5.652906702835800126e+06,9.386163047913684920e+01
4.071781626247184351e+06,5.693908533525615931e+06,9.485716863455731129e+01
4.014639902507196646e+06,5.734340978106987663e+06,9.585261193281704095e+01
3.957096718122480437e+06,5.774199993369150907e+06,9.684795937847283653e+01
3.899157827363521326e+06,5.813481593443793245e+06,9.784320997617732019e+01
3.840829024071112741e+06,5.852181850203643553e+06,9.883836273067998945e+01
3.782116141076978296e+06,5.890296893655275926e+06,9.983341664682815519e+01
3.723025049620488193e+06,5.927822912326106802e+06,1.008283707295680074e+02
3.663561658761546481e+06,5.964756153645540588e+06,1.018232239839455104e+02
3.603731914789687376e+06,6.001092924320223741e+06,1.028179754151075400e+02
3.543541800629449077e+06,6.036829590703369118e+06,1.038126240283027073e+02
3.482997335242088884e+06,6.071962579158118926e+06,1.048071688288824959e+02
3.422104573023692705e+06,6.106488376414904371e+06,1.058016088223021995e+02
3.360869603199738543e+06,6.140403529922771268e+06,1.067959430141218888e+02
3.299298549216179643e+06,6.173704648194632493e+06,1.077901704100074767e+02
3.237397568127105478e+06,6.206388401146410964e+06,1.087842900157316137e+02
3.175172849979041144e+06,6.238451520430047996e+06,1.097783008371748252e+02
3.112630617191947531e+06,6.269890799760333262e+06,1.107722018803263353e+02
3.049777123936984688e+06,6.300703095235535875e+06,1.117659921512852037e+02
2.986618655511100776e+06,6.330885325651781633e+06,1.127596706562612212e+02
2.923161527708505746e+06,6.360434472811182961e+06,1.137532364015759896e+02
2.859412086189100053e+06,6.389347581823647954e+06,1.147466883936638311e+02
2.795376705843912438e+06,6.417621761402367614e+06,1.157400256390728259e+02
2.731061790157611948e+06,6.445254184152949601e+06,1.167332471444658353e+02
2.666473770568172913e+06,6.472242086856142618e+06,1.177263519166214394e+02
2.601619105823731050e+06,6.498582770744166337e+06,1.187193389624349322e+02
2.536504281336715445e+06,6.524273601770584472e+06,1.197122072889193589e+02
2.471135808535312768e+06,6.549312010873701423e+06,1.207049559032064678e+02
2.405520224212329369e+06,6.573695494233473204e+06,1.216975838125477338e+02
2.339664089871518314e+06,6.597421613521882333e+06,1.226900900243153245e+02
2.273573991071433760e+06,6.620487996146772988e+06,1.236824735460031377e+02
2.207256536766880658e+06,6.642892335489103571e+06,1.246747333852276967e+02
2.140718358648025431e+06,6.664632391133610159e+06,1.256668685497292444e+02
2.073966110477231210e+06,6.685705989092845470e+06,1.266588780473727525e+02
2.007006467423688620e+06,6.706111022024574690e+06,1.276507608861487455e+02
1.939846125395903131e+06,6.725845449442508630e+06,1.286425160741744946e+02
1.872491800372111378e+06,6.744907297920350917e+06,1.296341426196948703e+02
1.804950227728686994e+06,6.763294661289137788e+06,1.306256395310834364e+02
1.737228161566610215e+06,6.781005700827856548e+06,1.316170058168433457e+02
1.669332374036062043e+06,6.798038645447311923e+06,1.326082404856084338e+02
1.601269654659215594e+06,6.814391791867235675e+06,1.335993425461440722e+02
1.533046809651290532e+06,6.830063504786613397e+06,1.345903110073483049e+02
1.464670661239934852e+06,6.845052217047213577e+06,1.355811448782527577e+02
1.396148046983009903e+06,6.859356429790299386e+06,1.365718431680236336e+02
1.327485819084839663e+06,6.872974712606518529e+06,1.375624048859626782e+02
1.258690843710995512e+06,6.885905703678935766e+06,1.385528290415083461e+02
1.189770000301685650e+06,6.898148109919222072e+06,1.395431146442364820e+02
1.120730180883818772e+06,6.909700707096952945e+06,1.405332607038616004e+02
1.051578289381800918e+06,6.920562339962038212e+06,1.415232662302377662e+02
9.823212409271571087e+05,6.930731922360244207e+06,1.425131302333594476e+02
9.129659611670188606e+05,6.940208437341804616e+06,1.435028517233628236e+02
8.435193855715662939e+05,6.948990937263119034e+06,1.444924297105263804e+02
7.739884587404871127e+05,6.957078543881514110e+06,1.454818632052723046e+02
7.043801337085220730e+05,6.964470448443066329e+06,1.464711512181671367e+02
6.347013712501677219e+05,6.971165911763479933e+06,1.474602927599229645e+02
5.649591391836043913e+05,6.977164264302004129e+06,1.484492868413983331e+02
4.951604116739203455e+05,6.982464906228381209e+06,1.494381324735992393e+02
4.253121685357012902e+05,6.987067307482836768e+06,1.504268286676801267e+02
3.554213945350542781e+05,6.990971007829081267e+06,1.514153744349448232e+02
2.854950786911372561e+05,6.994175616900332272e+06,1.524037687868477349e+02
2.155402135772628535e+05,6.996680814238353632e+06,1.533920107349945567e+02
1.455637946216469863e+05,6.998486349325498566e+06,1.543800992911434378e+02
7.557281940787174972e+04,6.999592041609764099e+06,1.553680334672058905e+02
5.574286975132843509e+03,6.999997780522841960e+06,1.563558122752478141e+02
-6.442480288165835373e+04,6.999703525491180830e+06,1.573434347274905178e+02
-1.344174503118485445e+05,6.998709305940035731e+06,1.583308998363115734e+02
-2.043966561090217147e+05,6.997015221290536225e+06,1.593182066142460087e+02
-2.743554224109139759e+05,6.994621440949733369e+06,1.603053540739870755e+02
-3.442867533991938690e+05,6.991528204293667339e+06,1.612923412283874427e+02
-4.141836559990384849e+05,6.987735820643426850e+06,1.622791670904600210e+02
-4.840391405784351518e+05,6.983244669234215282e+06,1.632658306733790425e+02
-5.538462216471385909e+05,6.978055199177431874e+06,1.642523309904809992e+02
-6.235979185552143026e+05,6.972167929415756837e+06,1.652386670552656653e+02
-6.932872561910960358e+05,6.965583448671261780e+06,1.662248378813969794e+02
-7.629072656790978508e+05,6.958302415386531502e+06,1.672108424827043223e+02
-8.324509850762855494e+05,6.950325557658829726e+06,1.681966798731830863e+02
-9.019114600686724298e+05,6.941653673167279921e+06,1.691823490669960393e+02
-9.712817446666428586e+05,6.932287629093105905e+06,1.701678490784739779e+02
-1.040554901899545570e+06,6.922228362032909878e+06,1.711531789221170357e+02
-1.109724004509384278e+06,6.911476877905014902e+06,1.721383376125954499e+02
-1.178782135643539019e+06,6.900034251848874614e+06,1.731233241647505565e+02
-1.247722389546444640e+06,6.887901628117558546e+06,1.741081375935959841e+02
-1.316537872250160668e+06,6.875080219963328913e+06,1.750927769143182786e+02
-1.385221702263763174e+06,6.861571309516318142e+06,1.760772411422782682e+02
-1.453767011261486681e+06,6.847376247656312771e+06,1.770615292930117732e+02
-1.522166944769552443e+06,6.832496453877669759e+06,1.780456403822307436e+02
-1.590414662851609755e+06,6.816933416147366166e+06,1.790295734258241964e+02
-1.658503340792722767e+06,6.800688690756207332e+06,1.800133274398591254e+02
-1.726426169781838311e+06,6.783763902163194492e+06,1.809969014405816097e+02
-1.794176357592659071e+06,6.766160742833082564e+06,1.819802944444177513e+02
-1.861747129262862727e+06,6.747880973067136481e+06,1.829635054679746133e+02
-1.929131727771590697e+06,6.728926420827099122e+06,1.839465335280412432e+02
-1.996323414715145947e+06,6.709298981552398764e+06,1.849293776415896673e+02
-2.063315470980827231e+06,6.689000617970607243e+06,1.859120368257758571e+02
-2.130101197418834083e+06,6.668033359901167452e+06,1.868945100979407243e+02
-2.196673915512177162e+06,6.646399304052413441e+06,1.878767964756110871e+02
-2.263026968044525012e+06,6.624100613811900839e+06,1.888588949765006078e+02
-2.329153719765917398e+06,6.601139519030073658e+06,1.898408046185108731e+02
-2.395047558056287467e+06,6.577518315797274001e+06,1.908225244197323605e+02
-2.460701893586718943e+06,6.553239366214143112e+06,1.918040533984453475e+02
-2.526110160978369880e+06,6.528305098155403510e+06,1.927853905731208783e+02
-2.591265819459008053e+06,6.502718005027085543e+06,1.937665349624219289e+02
-2.656162353517081589e+06,6.476480645517177880e+06,1.947474855852041742e+02
-2.720793273553263862e+06,6.449595643339768052e+06,1.957282414605170402e+02
-2.785152116529412102e+06,6.422065686972668394e+06,1.967088016076047552e+02
-2.849232446614858694e+06,6.393893529388576746e+06,1.976891650459072878e+02
